repo,file_path,total_commits,commits_last_30d,commits_last_90d,days_since_last_change,unique_authors,top_owner_pct,avg_lines_added,avg_lines_deleted,max_lines_changed,bug_fix_count,bug_fix_rate,days_since_last_bugfix,file_age_days,avg_nloc,is_buggy
django,django/newforms/forms.py,87,2,2,6581,6,0.6896551724137931,8.96551724137931,4.413793103448276,106,60,0.6896551724137931,6594,629,176.06896551724137,1
django,django/newforms/formsets.py,1,1,1,6581,1,1.0,292.0,0.0,292,0,0.0,9999,0,185.0,0
django,django/newforms/models.py,45,3,4,6581,7,0.4444444444444444,20.466666666666665,6.955555555555556,222,28,0.6222222222222222,6594,601,149.04444444444445,1
django,django/newforms/util.py,15,2,4,6829,3,0.4666666666666667,8.6,4.0,55,11,0.7333333333333333,6829,381,35.86666666666667,1
django,django/newforms/widgets.py,52,2,3,6581,6,0.5576923076923077,16.076923076923077,3.6346153846153846,170,31,0.5961538461538461,6582,629,213.53846153846155,1
django,django/oldforms/__init__.py,24,2,3,6567,5,0.5833333333333334,52.125,8.125,1008,19,0.7916666666666666,6592,595,771.4583333333334,1
django,django/parts/__init__.py,1,1,1,7683,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/parts/admin/__init__.py,2,1,1,7545,1,1.0,0.0,0.0,0,1,0.5,7545,137,,1
django,django/parts/admin/doc.py,2,2,2,7662,2,0.5,55.5,8.5,93,1,0.5,7662,20,67.0,1
django,django/parts/auth/__init__.py,1,1,1,7683,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/parts/auth/anonymoususers.py,5,2,2,7557,1,1.0,11.2,2.4,48,3,0.6,7557,125,29.0,1
django,django/parts/auth/formfields.py,4,1,1,7517,2,0.75,13.0,1.5,46,2,0.5,7648,166,30.0,1
django,django/parts/media/__init__.py,1,1,1,7683,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/parts/media/photos.py,1,1,1,7683,1,1.0,6.0,0.0,6,0,0.0,9999,0,5.0,0
django,django/shortcuts.py,36,1,2,246,19,0.25,7.861111111111111,6.5,53,13,0.3611111111111111,246,4385,82.74285714285715,1
django,django/shortcuts/__init__.py,31,1,3,4648,12,0.22580645161290322,8.096774193548388,2.870967741935484,49,19,0.6129032258064516,4690,2741,42.12903225806452,1
django,django/tasks/__init__.py,1,1,1,374,1,1.0,45.0,0.0,45,1,1.0,374,0,37.0,1
django,django/tasks/backends/__init__.py,1,1,1,374,1,1.0,0.0,0.0,0,1,1.0,374,0,,1
django,django/tasks/backends/base.py,2,1,2,312,2,0.5,69.5,13.5,138,1,0.5,374,62,85.0,1
django,django/tasks/backends/dummy.py,2,1,2,312,2,0.5,35.0,3.0,69,1,0.5,374,62,50.5,1
django,django/tasks/backends/immediate.py,2,1,2,312,2,0.5,50.5,3.0,100,1,0.5,374,62,78.5,1
django,django/tasks/base.py,5,1,3,110,5,0.2,59.0,4.6,253,3,0.6,110,263,180.4,1
django,django/tasks/checks.py,1,1,1,374,1,1.0,11.0,0.0,11,1,1.0,374,0,6.0,1
django,django/tasks/exceptions.py,1,1,1,374,1,1.0,21.0,0.0,21,1,1.0,374,0,6.0,1
django,django/tasks/signals.py,2,1,1,158,2,0.5,33.5,1.0,64,2,1.0,158,215,48.5,1
django,django/template/__init__.py,113,1,1,188,20,0.2831858407079646,8.513274336283185,15.991150442477876,1030,83,0.7345132743362832,418,7201,534.4778761061947,1
django,django/template/autoreload.py,8,1,2,1031,8,0.125,9.5,1.875,50,6,0.75,1031,1057,41.0,1
django,django/template/backends/__init__.py,1,1,1,4275,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/template/backends/base.py,13,1,1,860,10,0.23076923076923078,9.307692307692308,2.923076923076923,80,5,0.38461538461538464,860,3415,40.07692307692308,1
django,django/template/backends/django.py,25,1,1,860,14,0.24,11.8,4.52,60,10,0.4,860,3397,72.24,1
django,django/template/backends/dummy.py,11,1,1,1271,9,0.2727272727272727,8.272727272727273,3.6363636363636362,52,1,0.09090909090909091,4110,3003,43.0,1
django,django/template/backends/jinja2.py,19,2,2,1271,15,0.15789473684210525,10.421052631578947,3.8421052631578947,58,8,0.42105263157894735,1297,3002,74.84210526315789,1
django,django/template/backends/utils.py,6,1,1,1633,5,0.3333333333333333,3.6666666666666665,1.1666666666666667,14,1,0.16666666666666666,3108,2640,10.333333333333334,1
django,django/template/base.py,199,1,3,50,69,0.16080402010050251,14.804020100502512,8.522613065326633,1005,117,0.5879396984924623,50,5670,782.2613065326633,1
django,django/template/context.py,86,1,1,72,41,0.16279069767441862,7.372093023255814,3.7790697674418605,97,57,0.6627906976744186,72,7317,139.80232558139534,1
django,django/template/context_processors.py,16,1,1,122,12,0.1875,8.9375,2.8125,85,6,0.375,122,4131,39.5625,1
django,django/template/debug.py,21,2,3,4177,13,0.19047619047619047,7.0476190476190474,2.1904761904761907,97,18,0.8571428571428571,4177,2612,83.14285714285714,1
django,django/template/defaultfilters.py,204,1,1,94,64,0.12745098039215685,9.867647058823529,7.078431372549019,216,155,0.7598039215686274,365,7295,498.76960784313724,1
django,django/template/defaulttags.py,270,1,1,122,77,0.0962962962962963,11.088888888888889,7.681481481481481,338,186,0.6888888888888889,122,7268,671.9074074074074,1
django,django/template/engine.py,46,1,1,418,15,0.391304347826087,11.282608695652174,6.195652173913044,154,15,0.32608695652173914,418,3853,157.7391304347826,1
django,django/template/exceptions.py,4,1,1,1633,4,0.25,11.75,0.75,43,0,0.0,9999,2476,12.0,0
django,django/template/library.py,26,1,1,80,19,0.15384615384615385,25.96153846153846,6.6923076923076925,327,14,0.5384615384615384,238,4015,260.88461538461536,1
django,django/template/loader.py,66,1,1,1633,21,0.25757575757575757,7.818181818181818,8.43939393939394,110,27,0.4090909090909091,3839,5756,86.01515151515152,1
django,django/template/loader_tags.py,94,1,1,368,41,0.1276595744680851,6.9787234042553195,4.808510638297872,128,56,0.5957446808510638,368,7022,188.9255319148936,1
django,django/template/loaders/__init__.py,1,1,1,7390,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/template/loaders/app_directories.py,35,1,1,1633,13,0.2857142857142857,3.914285714285714,4.685714285714286,65,18,0.5142857142857142,4169,5756,37.885714285714286,1
django,django/template/loaders/base.py,17,1,1,1633,7,0.29411764705882354,9.058823529411764,6.0588235294117645,80,4,0.23529411764705882,2647,2637,38.588235294117645,1
django,django/template/loaders/cached.py,46,1,1,1633,23,0.21739130434782608,6.608695652173913,4.413043478260869,96,24,0.5217391304347826,2745,4434,58.67391304347826,1
django,django/template/loaders/eggs.py,27,1,1,3494,10,0.25925925925925924,4.703703703703703,3.5185185185185186,52,13,0.48148148148148145,3905,3895,29.925925925925927,1
django,django/template/loaders/filesystem.py,31,1,1,1633,12,0.16129032258064516,4.967741935483871,4.290322580645161,80,16,0.5161290322580645,3511,5756,31.774193548387096,1
django,django/template/loaders/locmem.py,11,1,1,1633,5,0.36363636363636365,4.7272727272727275,2.3636363636363638,23,3,0.2727272727272727,4162,2637,17.90909090909091,1
django,django/template/loaders/utils.py,4,4,4,4266,1,1.0,17.75,8.25,57,2,0.5,4266,4,40.25,1
django,django/template/response.py,38,1,1,507,20,0.18421052631578946,11.31578947368421,7.0,108,20,0.5263157894736842,1201,5202,90.65789473684211,1
django,django/template/signals.py,1,1,1,7273,1,1.0,1.0,0.0,1,0,0.0,9999,0,1.0,0
django,django/template/smartif.py,29,2,2,135,22,0.13793103448275862,10.689655172413794,3.103448275862069,192,13,0.4482758620689655,368,5937,126.3103448275862,1
django,django/template/utils.py,22,1,1,736,9,0.36363636363636365,9.090909090909092,4.090909090909091,98,6,0.2727272727272727,2728,3539,80.5909090909091,1
django,django/templatetags/__init__.py,5,1,1,6025,3,0.6,2.4,2.4,8,3,0.6,6025,1658,6.25,1
django,django/templatetags/adminapplist.py,3,1,3,7608,1,1.0,22.0,3.0,38,2,0.6666666666666666,7608,70,33.0,1
django,django/templatetags/adminmedia.py,2,2,2,7679,1,1.0,9.0,0.5,18,1,0.5,7679,0,11.5,1
django,django/templatetags/cache.py,30,1,1,373,17,0.13333333333333333,8.0,4.666666666666667,114,20,0.6666666666666666,1284,6479,48.8,1
django,django/templatetags/comments.py,1,1,1,7683,1,1.0,331.0,0.0,331,0,0.0,9999,0,272.0,0
django,django/templatetags/future.py,15,1,2,3981,10,0.26666666666666666,16.2,11.8,122,10,0.6666666666666666,3981,1745,26.333333333333332,1
django,django/templatetags/i18n.py,81,1,1,1473,35,0.13580246913580246,13.098765432098766,5.37037037037037,217,54,0.6666666666666666,1473,6096,255.65432098765433,1
django,django/templatetags/l10n.py,15,1,1,1297,11,0.2,6.533333333333333,2.2666666666666666,67,7,0.4666666666666667,3199,4451,35.6,1
django,django/templatetags/log.py,3,2,3,7639,2,0.6666666666666666,20.333333333333332,3.3333333333333335,45,2,0.6666666666666666,7639,43,28.0,1
django,django/templatetags/static.py,18,2,2,1633,14,0.16666666666666666,12.277777777777779,2.3333333333333335,84,9,0.5,1846,4096,83.44444444444444,1
django,django/templatetags/tz.py,23,1,1,72,14,0.21739130434782608,13.521739130434783,4.826086956521739,191,12,0.5217391304347826,72,5291,100.08695652173913,1
django,django/test/__init__.py,23,1,1,1633,13,0.30434782608695654,3.9565217391304346,2.3043478260869565,41,15,0.6521739130434783,2355,5639,12.318181818181818,1
django,django/test/_doctest.py,34,2,2,4529,17,0.23529411764705882,11.676470588235293,9.088235294117647,170,17,0.5,4529,2467,1092.7941176470588,1
django,django/test/client.py,239,3,4,110,99,0.16736401673640167,14.711297071129707,7.334728033472803,586,184,0.7698744769874477,110,7162,464.43514644351467,1
django,django/test/doctest.py,2,2,2,7244,2,0.5,1335.5,1.0,2666,1,0.5,7244,28,1056.5,1
django,django/test/html.py,47,1,1,912,25,0.14893617021276595,10.404255319148936,4.595744680851064,221,25,0.5319148936170213,1731,4377,178.0,1
django,django/test/runner.py,160,1,5,188,53,0.18125,15.0625,6.9625,343,112,0.7,271,4635,541.25625,1
django,django/test/selenium.py,25,2,2,368,16,0.2,13.88,2.36,73,11,0.44,368,3454,113.56,1
django,django/test/signals.py,74,1,1,148,32,0.3108108108108108,6.45945945945946,2.9324324324324325,76,46,0.6216216216216216,148,7118,109.36486486486487,1
django,django/test/simple.py,72,1,10,4532,16,0.4166666666666667,13.375,9.88888888888889,215,54,0.75,4532,2740,157.125,1
django,django/test/testcases.py,367,2,3,101,103,0.1008174386920981,14.389645776566757,9.212534059945504,634,249,0.6784741144414169,195,7171,798.9155313351498,1
django,django/test/utils.py,197,1,2,37,66,0.13705583756345177,11.304568527918782,6.065989847715736,255,124,0.6294416243654822,115,7235,347.0456852791878,1
django,django/tests/__init__.py,1,1,1,7683,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/tests/cache_tests.py,1,1,1,7683,1,1.0,119.0,0.0,119,0,0.0,9999,0,90.0,0
django,django/tests/template_inheritance.py,1,1,1,7683,1,1.0,102.0,0.0,102,0,0.0,9999,0,50.0,0
django,django/tests/template_tests.py,1,1,1,7683,1,1.0,707.0,0.0,707,0,0.0,9999,0,584.0,0
django,django/urls/__init__.py,4,1,1,1633,4,0.25,19.0,5.75,54,2,0.5,3565,2227,28.25,1
django,django/urls/base.py,21,1,2,591,16,0.19047619047619047,12.714285714285714,2.8095238095238093,185,12,0.5714285714285714,591,3269,110.42857142857143,1
django,django/urls/conf.py,6,1,1,912,6,0.16666666666666666,19.333333333333332,3.3333333333333335,50,3,0.5,1688,2653,67.0,1
django,django/urls/converters.py,8,1,1,590,7,0.25,12.75,4.25,70,4,0.5,881,2974,42.875,1
django,django/urls/exceptions.py,2,1,1,3535,2,0.5,5.5,1.0,11,1,0.5,3860,325,5.5,1
django,django/urls/resolvers.py,88,1,1,224,50,0.11363636363636363,16.261363636363637,6.693181818181818,415,64,0.7272727272727273,224,3636,501.3863636363636,1
django,django/urls/utils.py,9,2,2,60,7,0.2222222222222222,25.88888888888889,2.3333333333333335,140,2,0.2222222222222222,368,3800,66.44444444444444,1
django,django/utils/2to3_fixes/__init__.py,2,1,1,4188,2,0.5,0.0,0.0,0,1,0.5,5096,908,,1
django,django/utils/2to3_fixes/fix_unicode.py,1,1,1,5096,1,1.0,36.0,0.0,36,1,1.0,5096,0,24.0,1
django,django/utils/__init__.py,1,1,1,7683,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/utils/_decimal.py,2,1,1,6064,2,0.5,1540.0,0.5,3079,2,1.0,6064,941,1574.0,1
django,django/utils/_os.py,40,1,1,185,19,0.15,7.625,4.625,58,20,0.5,185,6757,38.6,1
django,django/utils/_threading_local.py,6,3,3,6337,2,0.5,41.0,1.0,237,5,0.8333333333333334,6337,1087,75.0,1
django,django/utils/archive.py,30,1,2,312,18,0.1,11.4,2.6666666666666665,198,17,0.5666666666666667,312,5016,139.16666666666666,1
django,django/utils/asyncio.py,9,1,2,1285,6,0.3333333333333333,9.88888888888889,5.555555555555555,32,5,0.5555555555555556,1285,1376,25.22222222222222,1
django,django/utils/autoreload.py,124,1,2,72,46,0.1693548387096774,12.064516129032258,6.403225806451613,752,80,0.6451612903225806,72,7602,276.3225806451613,1
django,django/utils/baseconv.py,10,1,1,1633,9,0.2,13.6,2.1,99,6,0.6,1907,3911,50.8,1
django,django/utils/cache.py,100,3,4,37,46,0.1,9.48,4.85,164,67,0.67,37,7557,157.06,1
django,django/utils/checksums.py,9,1,1,4051,7,0.2222222222222222,4.777777777777778,1.0,22,4,0.4444444444444444,4307,2802,13.444444444444445,1
django,django/utils/choices.py,8,1,1,677,3,0.75,15.625,1.125,63,4,0.5,677,391,48.625,1
django,django/utils/connection.py,4,1,2,1536,3,0.5,22.5,1.25,76,1,0.25,3198,1662,55.75,1
django,django/utils/copy.py,1,1,1,702,1,1.0,17.0,0.0,17,0,0.0,9999,0,10.0,0
django,django/utils/copycompat.py,3,1,1,5197,3,0.3333333333333333,11.0,0.3333333333333333,18,2,0.6666666666666666,5197,867,8.0,1
django,django/utils/crypto.py,65,1,2,50,25,0.16923076923076924,8.076923076923077,6.6461538461538465,124,35,0.5384615384615384,50,5713,66.64615384615385,1
django,django/utils/csp.py,4,1,1,122,4,0.25,34.75,2.75,110,3,0.75,122,326,45.25,1
django,django/utils/daemonize.py,8,1,1,4431,5,0.375,9.5,1.75,55,5,0.625,4431,2909,46.625,1
django,django/utils/datastructures.py,127,1,2,368,45,0.14173228346456693,9.251968503937007,6.330708661417323,171,83,0.6535433070866141,368,7315,229.64566929133858,1
django,django/utils/dateformat.py,79,2,2,368,30,0.10126582278481013,11.443037974683545,7.177215189873418,317,45,0.569620253164557,368,7315,217.13924050632912,1
django,django/utils/dateparse.py,35,1,1,246,26,0.14285714285714285,9.942857142857143,5.457142857142857,93,21,0.6,246,5117,77.91428571428571,1
django,django/utils/dates.py,12,1,1,1633,11,0.16666666666666666,12.583333333333334,6.0,98,7,0.5833333333333334,3172,6049,46.25,1
django,django/utils/datetime_safe.py,20,2,2,1633,14,0.15,8.5,2.4,89,9,0.45,1905,4948,63.25,1
django,django/utils/deconstruct.py,14,1,1,912,9,0.35714285714285715,6.142857142857143,1.7857142857142858,35,4,0.2857142857142857,4231,3748,35.285714285714285,1
django,django/utils/decorators.py,58,1,1,176,32,0.13793103448275862,9.068965517241379,5.137931034482759,126,37,0.6379310344827587,368,7418,79.48275862068965,1
django,django/utils/deprecation.py,62,3,6,30,30,0.20967741935483872,11.451612903225806,4.887096774193548,180,23,0.3709677419354839,37,4857,104.08064516129032,1
django,django/utils/dictconfig.py,14,1,1,4249,8,0.21428571428571427,47.714285714285715,6.571428571428571,553,8,0.5714285714285714,4249,1524,401.92857142857144,1
django,django/utils/duration.py,5,2,2,1633,5,0.2,11.4,2.2,23,3,0.6,3131,2751,26.4,1
django,django/utils/encoding.py,98,1,1,72,32,0.17346938775510204,7.224489795918367,4.479591836734694,84,50,0.5102040816326531,72,6980,105.18367346938776,1
django,django/utils/feedgenerator.py,103,1,1,253,38,0.13592233009708737,12.37864077669903,7.203883495145631,326,58,0.5631067961165048,253,7430,257.29126213592235,1
django,django/utils/formats.py,68,1,2,1297,29,0.19117647058823528,10.102941176470589,5.4411764705882355,142,45,0.6617647058823529,1383,4762,142.97058823529412,1
django,django/utils/functional.py,150,1,1,219,59,0.10666666666666667,9.006666666666666,5.973333333333334,118,89,0.5933333333333334,219,7444,200.28,1
django,django/utils/glob.py,3,1,1,3535,3,0.3333333333333333,15.0,8.666666666666666,36,1,0.3333333333333333,4061,525,15.0,1
django,django/utils/hashable.py,5,1,1,975,4,0.4,7.0,1.8,14,2,0.4,975,1864,13.8,1
django,django/utils/hashcompat.py,6,1,1,5197,6,0.16666666666666666,9.166666666666666,3.3333333333333335,24,5,0.8333333333333334,5197,1370,11.5,1
django,django/utils/html.py,184,1,1,68,68,0.14130434782608695,8.315217391304348,5.353260869565218,167,117,0.6358695652173914,68,7615,204.07065217391303,1
django,django/utils/html_parser.py,17,2,3,3472,7,0.4117647058823529,10.235294117647058,15.0,188,8,0.47058823529411764,3774,1787,72.0,1
django,django/utils/htmlparser.py,2,2,2,5285,2,0.5,49.5,0.5,94,2,1.0,5285,4,77.0,1
django,django/utils/http.py,125,2,3,39,58,0.12,9.552,5.944,126,83,0.664,39,6923,172.56,1
django,django/utils/httpwrappers.py,22,5,5,7411,1,1.0,23.454545454545453,11.045454545454545,319,14,0.6363636363636364,7411,272,202.9090909090909,1
django,django/utils/image.py,9,1,1,4532,7,0.2222222222222222,19.666666666666668,2.2222222222222223,146,4,0.4444444444444444,4532,287,47.666666666666664,1
django,django/utils/images.py,3,1,1,6560,2,0.6666666666666666,8.666666666666666,7.0,23,2,0.6666666666666666,6560,1122,10.333333333333334,1
django,django/utils/importlib.py,6,1,2,4532,5,0.3333333333333333,11.666666666666666,3.8333333333333335,43,4,0.6666666666666666,4532,1806,27.833333333333332,1
django,django/utils/inspect.py,18,1,2,80,14,0.1111111111111111,16.11111111111111,7.722222222222222,80,11,0.6111111111111112,166,4205,60.22222222222222,1
django,django/utils/ipv6.py,27,1,2,557,19,0.14814814814814814,12.74074074074074,10.37037037037037,267,15,0.5555555555555556,557,4966,95.96296296296296,1
django,django/utils/itercompat.py,25,1,1,975,13,0.2,6.68,5.84,58,19,0.76,975,6268,27.16,1
django,django/utils/jslex.py,22,1,1,912,17,0.13636363636363635,16.59090909090909,5.2272727272727275,213,11,0.5,1913,4615,100.0,1
django,django/utils/json.py,1,1,1,374,1,1.0,19.0,0.0,19,1,1.0,374,0,16.0,1
django,django/utils/log.py,70,1,2,50,36,0.12857142857142856,8.7,4.071428571428571,141,51,0.7285714285714285,50,5723,115.14285714285714,1
django,django/utils/lorem_ipsum.py,7,1,1,1633,5,0.42857142857142855,38.142857142857146,12.571428571428571,260,2,0.2857142857142857,3771,2763,101.5,1
django,django/utils/lru_cache.py,5,1,1,3475,5,0.2,35.8,34.8,175,3,0.6,3981,1174,89.8,1
django,django/utils/maxlength.py,3,2,2,6809,2,0.6666666666666666,25.333333333333332,3.6666666666666665,67,2,0.6666666666666666,6811,121,28.0,1
django,django/utils/module_loading.py,43,1,1,68,23,0.18604651162790697,10.209302325581396,7.372093023255814,134,23,0.5348837209302325,68,5877,73.04651162790698,1
django,django/utils/numberformat.py,30,2,2,261,20,0.16666666666666666,6.0,2.4,54,19,0.6333333333333333,261,5798,50.3,1
django,django/utils/py3.py,1,1,1,5161,1,1.0,109.0,0.0,109,1,1.0,5161,0,85.0,1
django,django/utils/regex_helper.py,33,1,1,72,17,0.18181818181818182,19.151515151515152,4.545454545454546,323,16,0.48484848484848486,72,6521,204.6969696969697,1
django,django/utils/safestring.py,40,1,1,715,20,0.15,7.65,5.575,124,17,0.425,715,6113,50.75,1
django,django/utils/simplejson.py,2,1,1,4960,1,1.0,16.0,0.5,31,2,1.0,4960,240,18.0,1
django,django/utils/simplejson/LICENSE.txt,3,1,1,6572,2,0.6666666666666666,7.0,0.6666666666666666,20,2,0.6666666666666666,6572,760,,1
django,django/utils/simplejson/__init__.py,7,1,1,5228,3,0.42857142857142855,102.57142857142857,52.0,613,6,0.8571428571428571,5228,2104,79.57142857142857,1
django,django/utils/simplejson/decoder.py,4,1,1,6410,2,0.5,124.75,38.5,272,3,0.75,6410,922,207.75,1
django,django/utils/simplejson/encoder.py,4,1,1,6410,2,0.5,159.75,52.25,375,3,0.75,6410,922,225.25,1
django,django/utils/simplejson/jsonfilter.py,1,1,1,7116,1,1.0,40.0,0.0,40,1,1.0,7116,0,35.0,1
django,django/utils/simplejson/scanner.py,5,1,1,6410,2,0.6,26.6,13.6,114,4,0.8,6410,922,50.6,1
django,django/utils/simplejson/tool.py,2,1,1,6410,1,1.0,24.5,7.0,44,2,1.0,6410,162,22.0,1
django,django/utils/six.py,32,2,3,3473,12,0.34375,36.15625,8.46875,353,10,0.3125,4529,1646,423.5,1
django,django/utils/stopwords.py,2,1,1,6962,2,0.5,21.5,0.5,42,1,0.5,6962,721,35.0,1
django,django/utils/synch.py,9,1,1,3125,7,0.3333333333333333,14.333333333333334,4.333333333333333,85,4,0.4444444444444444,3125,4482,62.77777777777778,1
django,django/utils/termcolors.py,29,1,1,68,20,0.1724137931034483,14.724137931034482,6.793103448275862,160,20,0.6896551724137931,68,7321,106.17241379310344,1
django,django/utils/text.py,141,1,3,151,56,0.10638297872340426,9.836879432624114,6.184397163120567,248,86,0.6099290780141844,151,7532,216.31914893617022,1
django,django/utils/thread_support.py,2,2,2,6579,1,1.0,12.0,0.0,12,1,0.5,6579,1,6.0,1
django,django/utils/timesince.py,49,2,2,368,29,0.14285714285714285,7.591836734693878,4.63265306122449,100,35,0.7142857142857143,368,7315,49.285714285714285,1
django,django/utils/timezone.py,63,1,1,523,24,0.30158730158730157,11.793650793650794,7.396825396825397,266,37,0.5873015873015873,1285,4840,139.06349206349208,1
django,django/utils/topological_sort.py,3,1,1,1633,3,0.3333333333333333,5.666666666666667,2.3333333333333335,14,1,0.3333333333333333,2266,1075,21.0,1
django,django/utils/translation.py,14,3,4,7359,3,0.5,44.57142857142857,9.071428571428571,447,10,0.7142857142857143,7359,209,299.0,1
django,django/utils/translation/__init__.py,89,1,1,912,35,0.14606741573033707,7.831460674157303,4.168539325842697,98,59,0.6629213483146067,1185,6415,129.59550561797752,1
django,django/utils/translation/reloader.py,7,1,1,1633,4,0.5714285714285714,7.285714285714286,2.142857142857143,29,5,0.7142857142857143,2089,1116,23.428571428571427,1
django,django/utils/translation/template.py,13,1,1,1633,7,0.5384615384615384,27.0,8.076923076923077,237,3,0.23076923076923078,2464,2005,194.46153846153845,1
django,django/utils/translation/trans_null.py,38,1,1,1185,19,0.15789473684210525,4.526315789473684,2.526315789473684,27,25,0.6578947368421053,1185,6142,36.5,1
django,django/utils/translation/trans_real.py,200,1,1,72,60,0.16,7.845,6.925,233,139,0.695,72,7254,382.76,1
django,django/utils/tree.py,39,1,1,1633,21,0.1282051282051282,8.76923076923077,5.538461538461538,134,17,0.4358974358974359,1902,5030,60.41025641025641,1
django,django/utils/tzinfo.py,21,2,2,4504,8,0.2857142857142857,7.476190476190476,1.9047619047619047,52,14,0.6666666666666666,4532,3077,59.333333333333336,1
django,django/utils/unittest.py,2,1,1,4532,2,0.5,3.0,1.0,4,1,0.5,4532,240,8.5,1
django,django/utils/unittest/__init__.py,3,1,1,4773,2,0.6666666666666666,30.666666666666668,27.666666666666668,80,3,1.0,4773,993,25.0,1
django,django/utils/unittest/__main__.py,1,1,1,5767,1,1.0,10.0,0.0,10,1,1.0,5767,0,6.0,1
django,django/utils/unittest/case.py,6,1,1,4962,4,0.3333333333333333,182.83333333333334,3.5,1083,5,0.8333333333333334,4962,805,663.6666666666666,1
django,django/utils/unittest/collector.py,1,1,1,5767,1,1.0,9.0,0.0,9,1,1.0,5767,0,7.0,1
django,django/utils/unittest/compatibility.py,1,1,1,5767,1,1.0,64.0,0.0,64,1,1.0,5767,0,47.0,1
django,django/utils/unittest/loader.py,3,1,1,4824,3,0.3333333333333333,108.33333333333333,1.0,322,3,1.0,4824,942,221.0,1
django,django/utils/unittest/main.py,3,1,1,4962,3,0.3333333333333333,81.33333333333333,1.0,241,2,0.6666666666666666,4962,805,200.0,1
django,django/utils/unittest/result.py,1,1,1,5767,1,1.0,183.0,0.0,183,1,1.0,5767,0,124.0,1
django,django/utils/unittest/runner.py,1,1,1,5767,1,1.0,206.0,0.0,206,1,1.0,5767,0,166.0,1
django,django/utils/unittest/signals.py,1,1,1,5767,1,1.0,57.0,0.0,57,1,1.0,5767,0,43.0,1
django,django/utils/unittest/suite.py,2,1,1,4962,2,0.5,145.5,2.0,287,2,1.0,4962,805,205.0,1
django,django/utils/unittest/util.py,1,1,1,5767,1,1.0,99.0,0.0,99,1,1.0,5767,0,76.0,1
django,django/utils/version.py,47,1,1,109,27,0.14893617021276595,5.468085106382978,1.9787234042553192,49,28,0.5957446808510638,266,6804,53.234042553191486,1
django,django/utils/warnings.py,1,1,1,50,1,1.0,12.0,0.0,12,1,1.0,50,0,9.0,1
django,django/utils/xmlutils.py,11,1,1,32,10,0.18181818181818182,5.0,1.3636363636363635,17,7,0.6363636363636364,32,7650,16.818181818181817,1
django,django/views/__init__.py,3,1,1,1633,3,0.3333333333333333,1.3333333333333333,0.3333333333333333,3,1,0.3333333333333333,3851,6049,2.0,1
django,django/views/admin/__init__.py,2,1,1,7586,1,1.0,0.0,0.0,0,0,0.0,9999,97,,0
django,django/views/admin/doc.py,11,4,8,7586,2,0.8181818181818182,37.72727272727273,9.090909090909092,328,4,0.36363636363636365,7589,97,265.09090909090907,1
django,django/views/admin/main.py,42,8,42,7595,3,0.8809523809523809,29.738095238095237,3.4761904761904763,1089,29,0.6904761904761905,7595,87,927.0,1
django,django/views/admin/template.py,4,2,2,7589,1,1.0,19.75,2.75,70,1,0.25,7589,93,52.75,1
django,django/views/auth/__init__.py,1,1,1,7683,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/views/auth/login.py,10,1,5,7547,1,1.0,9.2,4.3,62,5,0.5,7547,136,45.2,1
django,django/views/comments/__init__.py,1,1,1,7683,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/views/comments/comments.py,2,2,2,7682,1,1.0,174.0,0.5,347,0,0.0,9999,1,263.0,0
django,django/views/comments/karma.py,1,1,1,7683,1,1.0,34.0,0.0,34,0,0.0,9999,0,24.0,0
django,django/views/comments/userflags.py,1,1,1,7683,1,1.0,82.0,0.0,82,0,0.0,9999,0,61.0,0
django,django/views/core/__init__.py,2,1,1,7528,1,1.0,0.0,0.0,0,0,0.0,9999,154,,0
django,django/views/core/flatfiles.py,4,2,4,7610,1,1.0,11.0,2.25,34,0,0.0,9999,72,20.0,0
django,django/views/csrf.py,37,1,1,75,22,0.21621621621621623,5.945945945945946,5.4324324324324325,99,26,0.7027027027027027,75,6040,104.88888888888889,1
django,django/views/debug.py,278,1,2,38,92,0.11151079136690648,11.248201438848922,8.758992805755396,760,213,0.7661870503597122,38,7520,654.5143884892086,1
django,django/views/decorators/__init__.py,1,1,1,7683,1,1.0,0.0,0.0,0,0,0.0,9999,0,,0
django,django/views/decorators/auth.py,4,1,3,7547,1,1.0,10.25,4.5,21,2,0.5,7547,136,12.25,1
django,django/views/decorators/cache.py,38,1,1,176,17,0.18421052631578946,8.236842105263158,6.052631578947368,70,22,0.5789473684210527,1682,7506,34.026315789473685,1
django,django/views/decorators/clickjacking.py,10,1,1,176,9,0.2,14.6,5.7,68,3,0.3,3472,5358,25.8,1
django,django/views/decorators/common.py,7,1,1,176,6,0.2857142857142857,5.285714285714286,1.5714285714285714,20,1,0.14285714285714285,2105,1928,7.714285714285714,1
